jwoodcock  sshd         c-50-137-201-171 Mon Aug 19 22:06 - 22:08  (00:01)
jwoodcock  dtlocal      :14              Mon Aug 19 17:38 - down   (23:06)
jwoodcock  pts/5        thinclient       Fri Aug 16 12:37 - 12:41  (00:03)
jwoodcock  sshd         thinclient       Fri Aug 16 12:37 - 12:41  (00:03)
jwoodcock  sshd         231-52-77-204.sp Fri Aug 16 12:36 - 12:36  (00:00)
jwoodcock  sshd         231-52-77-204.sp Fri Aug 16 12:35 - 12:36  (00:01)
jwoodcock  pts/5        thinclient       Wed Aug 14 14:45 - 14:45  (00:00)
jwoodcock  sshd         thinclient       Wed Aug 14 14:45 - 14:45  (00:00)
jwoodcock  pts/4        thinclient       Wed Aug 14 14:03 - 14:04  (00:01)
jwoodcock  sshd         thinclient       Wed Aug 14 14:03 - 14:04  (00:01)
jwoodcock  dtlocal      :13              Mon Aug 12 11:14 - down  (5+09:14)
jwoodcock  pts/3        thinclient       Mon Aug 12 11:05 - 11:29  (00:24)
jwoodcock  sshd         thinclient       Mon Aug 12 11:05 - 11:29  (00:24)
jwoodcock  pts/3        192.168.22.209   Thu Aug  8 15:28 - 15:38  (00:09)
jwoodcock  sshd         192.168.22.209   Thu Aug  8 15:28 - 15:38  (00:09)
jwoodcock  pts/2        192.168.22.209   Thu Aug  8 15:24 - 15:38  (00:13)
jwoodcock  sshd         192.168.22.209   Thu Aug  8 15:24 - 15:38  (00:13)
jwoodcock  pts/4        thinclient       Wed Aug  7 10:44 - 10:58  (00:13)
jwoodcock  sshd         thinclient       Wed Aug  7 10:44 - 10:58  (00:13)
jwoodcock  pts/1        192.168.22.201   Mon Aug  5 16:07 - 16:07  (00:00)
jwoodcock  sshd         192.168.22.201   Mon Aug  5 16:07 - 16:07  (00:00)
jwoodcock  pts/7        thinclient       Mon Aug  5 14:44 - 14:49  (00:04)
jwoodcock  sshd         thinclient       Mon Aug  5 14:44 - 14:49  (00:04)
jwoodcock  pts/5        thinclient       Fri Aug  2 18:41 - 18:48  (00:06)
jwoodcock  sshd         thinclient       Fri Aug  2 18:41 - 18:48  (00:06)
jwoodcock  pts/7        thinclient       Thu Aug  1 21:25 - 21:26  (00:00)
jwoodcock  sshd         thinclient       Thu Aug  1 21:25 - 21:26  (00:00)
jwoodcock  pts/5        thinclient       Thu Aug  1 21:24 - 21:26  (00:01)
jwoodcock  sshd         thinclient       Thu Aug  1 21:24 - 21:26  (00:01)
jwoodcock  pts/5        thinclient       Thu Aug  1 21:24 - 21:24  (00:00)
jwoodcock  sshd         thinclient       Thu Aug  1 21:24 - 21:24  (00:00)
jwoodcock  pts/3        thinclient       Thu Aug  1 21:14 - 21:26  (00:12)
jwoodcock  sshd         thinclient       Thu Aug  1 21:14 - 21:26  (00:12)
jwoodcock  pts/5        thinclient       Sat Jul 27 22:14 - 22:15  (00:01)
jwoodcock  sshd         thinclient       Sat Jul 27 22:14 - 22:15  (00:01)
jwoodcock  pts/5        thinclient       Sat Jul 27 22:14 - 22:14  (00:00)
jwoodcock  sshd         thinclient       Sat Jul 27 22:14 - 22:14  (00:00)
jwoodcock  pts/5        thinclient       Sat Jul 27 22:14 - 22:14  (00:00)
jwoodcock  sshd         thinclient       Sat Jul 27 22:14 - 22:14  (00:00)
jwoodcock  pts/5        thinclient       Sat Jul 27 21:52 - 22:12  (00:20)
jwoodcock  sshd         thinclient       Sat Jul 27 21:52 - 22:12  (00:20)
jwoodcock  dtlocal      :12              Tue Jul 23 11:18 - down  (2+03:35)
jwoodcock  pts/20       thinclient       Mon Jul 22 15:44 - 15:45  (00:01)
jwoodcock  sshd         thinclient       Mon Jul 22 15:44 - 15:45  (00:01)
jwoodcock  pts/5        231-52-77-204.sp Thu Jul 18 13:03 - 13:12  (00:08)
jwoodcock  sshd         231-52-77-204.sp Thu Jul 18 13:03 - 13:12  (00:08)
jwoodcock  pts/5        231-52-77-204.sp Thu Jul 18 13:00 - 13:00  (00:00)
jwoodcock  sshd         231-52-77-204.sp Thu Jul 18 13:00 - 13:00  (00:00)
jwoodcock  dtlocal      :16              Wed Jul 17 15:10 - down  (1+00:45)
jwoodcock  dtlocal      :16              Wed Jul 17 15:07 - 15:10  (00:02)
jwoodcock  dtlocal      :16              Wed Jul 17 14:43 - 15:07  (00:24)
